Station,Latitude,Longitude,Date,Time,Parameter,Result,Units,Rainfall in Last 24 hours,Tide Stage,Weather,Wind/Current Direction
FB1,32.660335,-79.943512,2018-06-20,0944,Enterococci,20,MPN/100 mL,0.00,1/4 flood,clear,W
FB1,32.660335,-79.943512,2018-06-27,0858,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,fair,calm
FB1,32.660335,-79.943512,2018-07-02,0855,Enterococci,20,MPN/100 mL,0.00,1/2 flood,fair,N
FB1,32.660335,-79.943512,2018-07-11,0858,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,clear,W
FB1,32.660335,-79.943512,2018-07-18,0915,Enterococci,74,MPN/100 mL,0.26,1/4 flood,fair,W
FB1,32.660335,-79.943512,2018-07-25,0907,Enterococci,51,MPN/100 mL,0.07,1/2 ebb,fair,SW
FB1,32.660335,-79.943512,2018-08-01,0859,Enterococci,10,MPN/100 mL,0.42,1/2 flood,fair,SW
FB1,32.660335,-79.943512,2018-08-08,0845,Enterococci,52,MPN/100 mL,0.00,1/2 ebb,clear,SW
FB1,32.660335,-79.943512,2018-08-15,0912,Enterococci,30,MPN/100 mL,0.22,1/2 flood,clear,W
FB1,32.660335,-79.943512,2018-08-22,0913,Enterococci,10,MPN/100 mL,0.00,1/2 ebb,fair,SW
FB1,32.660335,-79.943512,2018-08-29,0906,Enterococci,51,MPN/100 mL,0.00,3/4 flood,clear,calm
FB1,32.660335,-79.943512,2018-09-05,0905,Enterococci,30,MPN/100 mL,0.00,3/4 ebb,fair,E
FB1,32.660335,-79.943512,2018-09-19,0858,Enterococci,936,MPN/100 mL,0.00,3/4 ebb,clear,N
FB1,32.660335,-79.943512,2018-09-26,0853,Enterococci,10,MPN/100 mL,0.00,full flood,clear,W
FB1,32.660335,-79.943512,2018-10-03,0924,Enterococci,31,MPN/100 mL,0.00,slack ebb,clear,N
FB1,32.660335,-79.943512,2018-10-12,0908,Enterococci,52,MPN/100 mL,0.00,3/4 flood,clear,NW
FB1,32.660335,-79.943512,2018-10-17,0916,Enterococci,20,MPN/100 mL,0.00,1/4 flood,cloud,SW
FB1,32.660335,-79.943512,2018-10-24,0920,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,N
FB1,32.660335,-79.943512,2018-10-31,0917,Enterococci,20,MPN/100 mL,0.00,1/4 flood,clear,calm
FB1,32.660335,-79.943512,2019-05-08,0909,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,
FB1,32.660335,-79.943512,2019-05-15,0906,Enterococci,41,MPN/100 mL,0.00,1/2 ebb,clear,
FB1,32.660335,-79.943512,2019-05-22,0858,Enterococci,10,MPN/100 mL,0.00,1/2 flood,fair,
FB1,32.660335,-79.943512,2019-05-29,0856,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,clear,
FB1,32.660335,-79.943512,2019-06-05,0915,Enterococci,31,MPN/100 mL,0.05,3/4 flood,fair,
FB1,32.660335,-79.943512,2019-06-13,0905,Enterococci,288,MPN/100 mL,3.24,3/4 ebb,cloud,
FB1,32.660335,-79.943512,2019-06-19,0902,Enterococci,10,MPN/100 mL,0.00,3/4 flood,fair,E
FB1,32.660335,-79.943512,2019-06-26,0855,Enterococci,10,MPN/100 mL,0.00,full ebb,clear,N
FB1,32.660335,-79.943512,2019-07-01,0903,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,E
FB1,32.660335,-79.943512,2019-07-10,0933,Enterococci,84,MPN/100 mL,0.02,full ebb,cloud,W
FB1,32.660335,-79.943512,2019-07-17,0908,Enterococci,10,MPN/100 mL,0.00,slack flood,clear,SE
FB1,32.660335,-79.943512,2019-07-24,0900,Enterococci,96,MPN/100 mL,1.12,1/4 flood,fair,SW
FB1,32.660335,-79.943512,2019-08-07,0913,Enterococci,10,MPN/100 mL,0.00,1/4 flood,clear,SW
FB1,32.660335,-79.943512,2019-08-14,0900,Enterococci,31,MPN/100 mL,0.00,slack flood,cloud,NW
FB1,32.660335,-79.943512,2019-08-28,0916,Enterococci,144,MPN/100 mL,0.00,1/2 ebb,cloud,W
FB1,32.660335,-79.943512,2019-09-11,0917,Enterococci,20,MPN/100 mL,0.02,1/4 ebb,clear,NW
FB1,32.660335,-79.943512,2019-09-18,0932,Enterococci,10,MPN/100 mL,0.00,full flood,cloud,calm
FB1,32.660335,-79.943512,2019-09-25,0917,Enterococci,85,MPN/100 mL,0.00,3/4 ebb,fair,NE
FB1,32.660335,-79.943512,2019-10-02,0941,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,W
FB1,32.660335,-79.943512,2019-10-09,0907,Enterococci,121,MPN/100 mL,0.00,1/2 ebb,cloud,W
FB1,32.660335,-79.943512,2019-10-17,0930,Enterococci,10,MPN/100 mL,0.07,3/4 flood,fair,S
FB1,32.660335,-79.943512,2019-10-23,0928,Enterococci,31,MPN/100 mL,0.00,3/4 ebb,clear,NE
FB1,32.660335,-79.943512,2019-10-30,0940,Enterococci,10,MPN/100 mL,0.00,3/4 flood,cloud,NE
HC1,32.824268,-79.889692,2017-05-03,0956,Enterococci,10,MPN/100 mL,0.00,ebb,clear,NW
HC1,32.824268,-79.889692,2017-05-10,0902,Enterococci,10,MPN/100 mL,0.00,flood,clear,NW
HC1,32.824268,-79.889692,2017-05-17,0925,Enterococci,30,MPN/100 mL,0.00,1/2 flood,fair,SW
HC1,32.824268,-79.889692,2017-05-24,0903,Enterococci,249,MPN/100 mL,3.10,1/4 ebb,fair,SW
HC1,32.824268,-79.889692,2017-05-31,0907,Enterococci,31,MPN/100 mL,0.00,1/4 flood,fair,calm
HC1,32.824268,-79.889692,2017-06-14,0935,Enterococci,10,MPN/100 mL,0.00,1/4 flood,fair,SW
HC1,32.824268,-79.889692,2017-06-21,0928,Enterococci,20,MPN/100 mL,0.65,1/2 ebb,cloud,SW
HC1,32.824268,-79.889692,2017-06-28,0912,Enterococci,10,MPN/100 mL,0.00,1/2 flood,clear,NE
HC1,32.824268,-79.889692,2017-07-05,1004,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,clear,SW
HC1,32.824268,-79.889692,2017-07-12,0912,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,calm
HC1,32.824268,-79.889692,2017-07-19,0936,Enterococci,41,MPN/100 mL,0.00,ebb,clear,calm
HC1,32.824268,-79.889692,2017-07-26,0935,Enterococci,52,MPN/100 mL,0.08,1/2 flood,cloud,NE
HC1,32.824268,-79.889692,2017-08-02,0908,Enterococci,109,MPN/100 mL,0.00,3/4 ebb,clear,calm
HC1,32.824268,-79.889692,2017-08-09,0856,Enterococci,84,MPN/100 mL,0.34,3/4 flood,cloud,W
HC1,32.824268,-79.889692,2017-08-16,0937,Enterococci,75,MPN/100 mL,0.00,ebb,clear,W
HC1,32.824268,-79.889692,2017-08-23,0930,Enterococci,52,MPN/100 mL,0.00,flood,cloud,calm
HC1,32.824268,-79.889692,2017-08-30,0915,Enterococci,1010,MPN/100 mL,0.00,ebb,cloud,NE
HC1,32.824268,-79.889692,2017-09-14,1025,Enterococci,86,MPN/100 mL,0.00,1/4 flood,fair,SW
HC1,32.824268,-79.889692,2017-09-20,0946,Enterococci,10,MPN/100 mL,0.00,flood,fair,W
HC1,32.824268,-79.889692,2017-09-27,0920,Enterococci,63,MPN/100 mL,0.00,1/4 flood,clear,NW
HC1,32.824268,-79.889692,2017-10-04,0923,Enterococci,31,MPN/100 mL,0.00,1/4 ebb,clear,NE
HC1,32.824268,-79.889692,2017-10-11,0944,Enterococci,85,MPN/100 mL,0.00,1/4 flood,fair,calm
HC1,32.824268,-79.889692,2017-10-18,0933,Enterococci,41,MPN/100 mL,0.00,1/4 ebb,clear,NE
HC1,32.824268,-79.889692,2017-10-25,0903,Enterococci,110,MPN/100 mL,0.00,1/4 flood,clear,NW
HC1,32.824268,-79.889692,2018-05-02,0915,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,S
HC1,32.824268,-79.889692,2018-05-09,0855,Enterococci,31,MPN/100 mL,0.00,3/4 ebb,fair,N
HC1,32.824268,-79.889692,2018-05-16,0916,Enterococci,10,MPN/100 mL,0.01,full flood,cloud,NE
HC1,32.824268,-79.889692,2018-05-23,0900,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,fair,N
HC1,32.824268,-79.889692,2018-06-06,0914,Enterococci,20,MPN/100 mL,0.00,full ebb,fair,N
HC1,32.824268,-79.889692,2018-06-13,0918,Enterococci,86,MPN/100 mL,0.11,1/4 ebb,cloud,N
HC1,32.824268,-79.889692,2018-06-20,0912,Enterococci,41,MPN/100 mL,0.00,1/4 flood,clear,E/SE
HC1,32.824268,-79.889692,2018-06-27,0928,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,fair,NE
HC1,32.824268,-79.889692,2018-07-02,0858,Enterococci,10,MPN/100 mL,0.00,3/4 flood,fair,calm
HC1,32.824268,-79.889692,2018-07-11,0915,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,fair,W
HC1,32.824268,-79.889692,2018-07-18,1009,Enterococci,20,MPN/100 mL,0.26,1/2 flood,cloud,SE
HC1,32.824268,-79.889692,2018-07-25,0915,Enterococci,2595,MPN/100 mL,0.07,1/4 ebb,cloud,SW
HC1,32.824268,-79.889692,2018-08-01,0910,Enterococci,120,MPN/100 mL,0.42,3/4 flood,cloud,SW
HC1,32.824268,-79.889692,2018-08-08,0908,Enterococci,41,MPN/100 mL,0.00,3/4 ebb,clear,N
HC1,32.824268,-79.889692,2018-08-15,0915,Enterococci,20,MPN/100 mL,0.22,1/2 flood,cloud,NW
HC1,32.824268,-79.889692,2018-08-22,0919,Enterococci,63,MPN/100 mL,0.00,1/2 ebb,fair,E
HC1,32.824268,-79.889692,2018-08-29,0909,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,calm
HC1,32.824268,-79.889692,2018-09-05,0908,Enterococci,158,MPN/100 mL,0.00,3/4 ebb,fair,W
HC1,32.824268,-79.889692,2018-09-19,0915,Enterococci,52,MPN/100 mL,0.00,3/4 ebb,clear,SW
HC1,32.824268,-79.889692,2018-09-26,0915,Enterococci,20,MPN/100 mL,0.00,full flood,clear,calm
HC1,32.824268,-79.889692,2018-10-03,0917,Enterococci,31,MPN/100 mL,0.00,full ebb,clear,NE
HC1,32.824268,-79.889692,2018-10-12,0905,Enterococci,86,MPN/100 mL,0.00,1/2 flood,clear,N
HC1,32.824268,-79.889692,2018-10-17,0948,Enterococci,31,MPN/100 mL,0.00,1/4 flood,cloud,calm
HC1,32.824268,-79.889692,2018-10-24,0927,Enterococci,41,MPN/100 mL,0.00,full flood,clear,calm
HC1,32.824268,-79.889692,2018-10-31,0925,Enterococci,73,MPN/100 mL,0.00,1/4 flood,clear,N
HC1,32.824268,-79.889692,2019-05-08,0935,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,W
HC1,32.824268,-79.889692,2019-05-15,0924,Enterococci,10,MPN/100 mL,0.00,1/2 ebb,clear,NW
HC1,32.824268,-79.889692,2019-05-22,0921,Enterococci,10,MPN/100 mL,0.00,3/4 flood,fair,N
HC1,32.824268,-79.889692,2019-05-29,0906,Enterococci,30,MPN/100 mL,0.00,1/2 ebb,clear,E/SE
HC1,32.824268,-79.889692,2019-06-05,0918,Enterococci,20,MPN/100 mL,0.05,full flood,cloud,NE
HC1,32.824268,-79.889692,2019-06-13,0900,Enterococci,934,MPN/100 mL,3.24,1/2 ebb,cloud,calm
HC1,32.824268,-79.889692,2019-06-19,1003,Enterococci,10,MPN/100 mL,0.00,full flood,cloud,W
HC1,32.824268,-79.889692,2019-06-26,0933,Enterococci,31,MPN/100 mL,0.00,full ebb,clear,SE
HC1,32.824268,-79.889692,2019-07-01,0938,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,SW
HC1,32.824268,-79.889692,2019-07-10,0940,Enterococci,41,MPN/100 mL,0.02,full ebb,cloud,SW
HC1,32.824268,-79.889692,2019-07-17,0949,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,clear,N
HC1,32.824268,-79.889692,2019-08-07,0935,Enterococci,85,MPN/100 mL,0.00,1/4 flood,clear,no data
HC1,32.824268,-79.889692,2019-08-14,0943,Enterococci,85,MPN/100 mL,0.00,1/4 ebb,clear,NE
HC1,32.824268,-79.889692,2019-08-28,0939,Enterococci,122,MPN/100 mL,0.00,1/2 ebb,cloud,calm
HC1,32.824268,-79.889692,2019-09-11,0953,Enterococci,97,MPN/100 mL,0.02,1/2 ebb,cloud,N
HC1,32.824268,-79.889692,2019-09-18,0956,Enterococci,31,MPN/100 mL,0.00,3/4 flood,cloud,W
HC1,32.824268,-79.889692,2019-09-25,0959,Enterococci,41,MPN/100 mL,0.00,3/4 ebb,cloud,SW
HC1,32.824268,-79.889692,2019-10-02,0956,Enterococci,30,MPN/100 mL,0.00,3/4 flood,clear,calm
HC1,32.824268,-79.889692,2019-10-09,0915,Enterococci,86,MPN/100 mL,0.00,1/2 ebb,cloud,NE
HC1,32.824268,-79.889692,2019-10-17,0924,Enterococci,72,MPN/100 mL,0.07,3/4 flood,fair,N
HC1,32.824268,-79.889692,2019-10-23,0908,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,fair,calm
HC1,32.824268,-79.889692,2019-10-30,0910,Enterococci,20,MPN/100 mL,0.00,3/4 flood,cloud,calm
HC2,32.825244,-79.877507,2017-05-03,1008,Enterococci,52,MPN/100 mL,0.00,ebb,clear,NW
HC2,32.825244,-79.877507,2017-05-10,0908,Enterococci,20,MPN/100 mL,0.00,flood,clear,NW
HC2,32.825244,-79.877507,2017-05-17,0931,Enterococci,41,MPN/100 mL,0.00,1/2 flood,fair,SW
HC2,32.825244,-79.877507,2017-05-24,0909,Enterococci,1529,MPN/100 mL,3.10,1/4 ebb,fair,SW
HC2,32.825244,-79.877507,2017-05-31,0915,Enterococci,31,MPN/100 mL,0.00,1/4 flood,fair,calm
HC2,32.825244,-79.877507,2017-06-07,1110,Enterococci,4352,MPN/100 mL,3.25,3/4 ebb,rain,NW
HC2,32.825244,-79.877507,2017-06-14,0942,Enterococci,31,MPN/100 mL,0.00,1/4 flood,fair,SW
HC2,32.825244,-79.877507,2017-06-21,0938,Enterococci,141,MPN/100 mL,0.65,1/2 ebb,cloud,SW
HC2,32.825244,-79.877507,2017-06-28,0920,Enterococci,30,MPN/100 mL,0.00,1/2 flood,clear,NE
HC2,32.825244,-79.877507,2017-07-05,1010,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,clear,SW
HC2,32.825244,-79.877507,2017-07-12,0918,Enterococci,20,MPN/100 mL,0.00,3/4 flood,clear,calm
HC2,32.825244,-79.877507,2017-07-19,0944,Enterococci,52,MPN/100 mL,0.00,ebb,clear,calm
HC2,32.825244,-79.877507,2017-07-26,0941,Enterococci,109,MPN/100 mL,0.08,3/4 flood,fair,NE
HC2,32.825244,-79.877507,2017-08-02,0915,Enterococci,52,MPN/100 mL,0.00,3/4 ebb,clear,calm
HC2,32.825244,-79.877507,2017-08-09,0902,Enterococci,41,MPN/100 mL,0.34,3/4 flood,cloud,W
HC2,32.825244,-79.877507,2017-08-16,0948,Enterococci,52,MPN/100 mL,0.00,ebb,clear,W
HC2,32.825244,-79.877507,2017-08-23,0937,Enterococci,30,MPN/100 mL,0.00,flood,cloud,calm
HC2,32.825244,-79.877507,2017-08-30,0925,Enterococci,1782,MPN/100 mL,0.00,ebb,cloud,NE
HC2,32.825244,-79.877507,2017-09-06,0855,Enterococci,135,MPN/100 mL,0.98,flood,rain,SW
HC2,32.825244,-79.877507,2017-09-14,1035,Enterococci,141,MPN/100 mL,0.00,1/4 flood,fair,SW
HC2,32.825244,-79.877507,2017-09-20,0954,Enterococci,41,MPN/100 mL,0.00,flood,fair,W
HC2,32.825244,-79.877507,2017-09-27,0925,Enterococci,31,MPN/100 mL,0.00,1/2 flood,clear,NW
HC2,32.825244,-79.877507,2017-10-04,0930,Enterococci,62,MPN/100 mL,0.00,1/4 ebb,clear,NE
HC2,32.825244,-79.877507,2017-10-11,0955,Enterococci,75,MPN/100 mL,0.00,1/2 flood,fair,calm
HC2,32.825244,-79.877507,2017-10-18,0940,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,NE
HC2,32.825244,-79.877507,2017-10-25,0910,Enterococci,627,MPN/100 mL,0.00,1/4 flood,clear,NW
HC2,32.825244,-79.877507,2018-05-02,0926,Enterococci,30,MPN/100 mL,0.00,full flood,clear,N
HC2,32.825244,-79.877507,2018-05-09,0905,Enterococci,63,MPN/100 mL,0.00,full ebb,fair,W
HC2,32.825244,-79.877507,2018-05-16,0921,Enterococci,10,MPN/100 mL,0.01,full flood,cloud,NW
HC2,32.825244,-79.877507,2018-05-23,0909,Enterococci,31,MPN/100 mL,0.00,3/4 ebb,fair,N
HC2,32.825244,-79.877507,2018-05-30,0941,Enterococci,41,MPN/100 mL,0.58,full flood,cloud,E/SE
HC2,32.825244,-79.877507,2018-06-06,0921,Enterococci,20,MPN/100 mL,0.00,full ebb,fair,NE
HC2,32.825244,-79.877507,2018-06-13,0925,Enterococci,74,MPN/100 mL,0.11,1/4 ebb,cloud,SE
HC2,32.825244,-79.877507,2018-06-20,0922,Enterococci,52,MPN/100 mL,0.00,1/4 flood,clear,W
HC2,32.825244,-79.877507,2018-06-27,0935,Enterococci,31,MPN/100 mL,0.00,1/4 ebb,fair,SE
HC2,32.825244,-79.877507,2018-07-02,0908,Enterococci,30,MPN/100 mL,0.00,3/4 flood,fair,SW
HC2,32.825244,-79.877507,2018-07-11,0924,Enterococci,73,MPN/100 mL,0.00,1/2 ebb,fair,SW
HC2,32.825244,-79.877507,2018-07-18,1016,Enterococci,10,MPN/100 mL,0.26,1/2 flood,cloud,calm
HC2,32.825244,-79.877507,2018-07-25,0920,Enterococci,85,MPN/100 mL,0.07,1/4 ebb,cloud,calm
HC2,32.825244,-79.877507,2018-08-01,0918,Enterococci,156,MPN/100 mL,0.42,3/4 flood,fair,E
HC2,32.825244,-79.877507,2018-08-08,0917,Enterococci,31,MPN/100 mL,0.00,3/4 ebb,clear,SW
HC2,32.825244,-79.877507,2018-08-15,0922,Enterococci,52,MPN/100 mL,0.22,1/2 flood,cloud,N
HC2,32.825244,-79.877507,2018-08-22,0928,Enterococci,74,MPN/100 mL,0.00,1/2 ebb,fair,calm
HC2,32.825244,-79.877507,2018-08-29,0916,Enterococci,52,MPN/100 mL,0.00,full flood,clear,SW
HC2,32.825244,-79.877507,2018-09-05,0916,Enterococci,85,MPN/100 mL,0.00,3/4 ebb,fair,SW
HC2,32.825244,-79.877507,2018-09-19,0925,Enterococci,116,MPN/100 mL,0.00,3/4 ebb,clear,NE
HC2,32.825244,-79.877507,2018-09-26,0920,Enterococci,10,MPN/100 mL,0.00,full flood,clear,N
HC2,32.825244,-79.877507,2018-10-03,0927,Enterococci,183,MPN/100 mL,0.00,full ebb,clear, SW
HC2,32.825244,-79.877507,2018-10-12,0913,Enterococci,84,MPN/100 mL,0.00,1/2 flood,clear,calm
HC2,32.825244,-79.877507,2018-10-17,0955,Enterococci,86,MPN/100 mL,0.00,1/4 flood,cloud,N
HC2,32.825244,-79.877507,2018-10-24,0940,Enterococci,20,MPN/100 mL,0.00,full flood,clear,calm
HC2,32.825244,-79.877507,2018-10-31,0935,Enterococci,109,MPN/100 mL,0.00,1/4 flood,clear,NW
HC2,32.825244,-79.877507,2019-05-08,0940,Enterococci,10,MPN/100 mL,0.00,3/4 flood,clear,N
HC2,32.825244,-79.877507,2019-05-15,0933,Enterococci,20,MPN/100 mL,0.00,1/2 ebb,clear,calm
HC2,32.825244,-79.877507,2019-05-22,0932,Enterococci,20,MPN/100 mL,0.00,3/4 flood,cloud,N
HC2,32.825244,-79.877507,2019-05-29,0913,Enterococci,10,MPN/100 mL,0.00,1/2 ebb,clear,E
HC2,32.825244,-79.877507,2019-06-05,0924,Enterococci,20,MPN/100 mL,0.05,full flood,cloud,calm
HC2,32.825244,-79.877507,2019-06-13,0905,Enterococci,6867,MPN/100 mL,3.24,1/2 ebb,cloud,S
HC2,32.825244,-79.877507,2019-06-19,1009,Enterococci,10,MPN/100 mL,0.00,full flood,cloud,calm
HC2,32.825244,-79.877507,2019-06-26,0940,Enterococci,41,MPN/100 mL,0.00,full ebb,clear,calm
HC2,32.825244,-79.877507,2019-07-01,0945,Enterococci,41,MPN/100 mL,0.00,1/4 ebb,clear,calm
HC2,32.825244,-79.877507,2019-07-10,0949,Enterococci,181,MPN/100 mL,0.02,1/4 flood,cloud,W
HC2,32.825244,-79.877507,2019-07-17,0955,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,calm
HC2,32.825244,-79.877507,2019-07-24,1000,Enterococci,443,MPN/100 mL,1.12,1/4 flood,cloud,SW
HC2,32.825244,-79.877507,2019-08-07,0942,Enterococci,31,MPN/100 mL,0.00,1/4 flood,clear,calm
HC2,32.825244,-79.877507,2019-08-14,0949,Enterococci,119,MPN/100 mL,0.00,1/4 ebb,clear,SW
HC2,32.825244,-79.877507,2019-08-28,0946,Enterococci,96,MPN/100 mL,0.00,1/2 ebb,cloud,calm
HC2,32.825244,-79.877507,2019-09-11,1000,Enterococci,96,MPN/100 mL,0.00,1/2 ebb,cloud,calm
HC2,32.825244,-79.877507,2019-09-18,1004,Enterococci,10,MPN/100 mL,0.00,3/4 flood,cloud,calm
HC2,32.825244,-79.877507,2019-09-25,1005,Enterococci,75,MPN/100 mL,0.00,3/4 ebb,cloud,calm
HC2,32.825244,-79.877507,2019-10-02,1005,Enterococci,41,MPN/100 mL,0.00,3/4 flood,clear,S
HC2,32.825244,-79.877507,2019-10-09,0930,Enterococci,98,MPN/100 mL,0.00,1/2 ebb,cloud,calm
HC2,32.825244,-79.877507,2019-10-17,0932,Enterococci,41,MPN/100 mL,0.07,3/4 flood,fair,NE
HC2,32.825244,-79.877507,2019-10-23,0920,Enterococci,96,MPN/100 mL,0.00,3/4 ebb,fair,N
HC2,32.825244,-79.877507,2019-10-30,0925,Enterococci,31,MPN/100 mL,0.00,3/4 flood,cloud,calm
JIC1,32.750698,-79.950133,2017-05-03,0905,Enterococci,41,MPN/100 mL,0.00,ebb,clear,S
JIC1,32.750698,-79.950133,2017-05-10,0833,Enterococci,10,MPN/100 mL,0.00,flood,clear,calm
JIC1,32.750698,-79.950133,2017-05-17,0836,Enterococci,161,MPN/100 mL,0.00,1/4 flood,fair,SW
JIC1,32.750698,-79.950133,2017-05-24,0831,Enterococci,884,MPN/100 mL,3.10,flood,fair,SW
JIC1,32.750698,-79.950133,2017-05-31,0829,Enterococci,135,MPN/100 mL,0.00,ebb,clear,calm
JIC1,32.750698,-79.950133,2017-06-07,0832,Enterococci,292,MPN/100 mL,3.25,flood,rain,N
JIC1,32.750698,-79.950133,2017-06-14,0858,Enterococci,41,MPN/100 mL,0.00,1/4 flood,fair,SW
JIC1,32.750698,-79.950133,2017-06-21,0845,Enterococci,305,MPN/100 mL,0.65,1/4 ebb,cloud,SW
JIC1,32.750698,-79.950133,2017-06-28,0840,Enterococci,97,MPN/100 mL,0.00,1/4 flood,clear,NE
JIC1,32.750698,-79.950133,2017-07-05,0930,Enterococci,41,MPN/100 mL,0.00,1/2 ebb,clear,SW
JIC1,32.750698,-79.950133,2017-07-12,0826,Enterococci,132,MPN/100 mL,0.00,3/4 flood,clear,calm
JIC1,32.750698,-79.950133,2017-07-19,0854,Enterococci,107,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC1,32.750698,-79.950133,2017-07-26,1050,Enterococci,63,MPN/100 mL,0.08,3/4 flood,cloud,NE
JIC1,32.750698,-79.950133,2017-08-02,0834,Enterococci,84,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC1,32.750698,-79.950133,2017-08-09,0824,Enterococci,145,MPN/100 mL,0.34,3/4 flood,cloud,W
JIC1,32.750698,-79.950133,2017-08-16,0852,Enterococci,156,MPN/100 mL,0.00,3/4 ebb,clear,W
JIC1,32.750698,-79.950133,2017-08-23,0855,Enterococci,51,MPN/100 mL,0.00,3/4 flood,cloud,calm
JIC1,32.750698,-79.950133,2017-08-30,1024,Enterococci,2489,MPN/100 mL,0.00,ebb,cloud,NE
JIC1,32.750698,-79.950133,2017-09-06,0845,Enterococci,218,MPN/100 mL,0.98,1/4 ebb,rain,calm
JIC1,32.750698,-79.950133,2017-09-14,0938,Enterococci,272,MPN/100 mL,0.00,ebb,fair,SW
JIC1,32.750698,-79.950133,2017-09-20,0857,Enterococci,84,MPN/100 mL,0.00,flood,fair,W
JIC1,32.750698,-79.950133,2017-09-27,0840,Enterococci,226,MPN/100 mL,0.00,1/4 flood,clear,NW
JIC1,32.750698,-79.950133,2017-10-04,0844,Enterococci,52,MPN/100 mL,0.00,1/4 ebb,clear,NE
JIC1,32.750698,-79.950133,2017-10-11,0901,Enterococci,171,MPN/100 mL,0.00,ebb,clear,calm
JIC1,32.750698,-79.950133,2017-10-18,0900,Enterococci,41,MPN/100 mL,0.00,flood,clear,N
JIC1,32.750698,-79.950133,2017-10-25,0832,Enterococci,616,MPN/100 mL,0.00,1/4 flood,clear,NW
JIC1,32.750698,-79.950133,2018-05-02,0846,Enterococci,20,MPN/100 mL,0.00,3/4 flood,clear,calm
JIC1,32.750698,-79.950133,2018-05-09,0820,Enterococci,52,MPN/100 mL,0.00,1/2 ebb,fair,E/SE
JIC1,32.750698,-79.950133,2018-05-16,0851,Enterococci,30,MPN/100 mL,0.01,full flood,cloud,NE
JIC1,32.750698,-79.950133,2018-05-23,0825,Enterococci,97,MPN/100 mL,0.00,3/4 ebb,fair,SE
JIC1,32.750698,-79.950133,2018-06-06,0851,Enterococci,86,MPN/100 mL,0.00,full ebb,fair,W
JIC1,32.750698,-79.950133,2018-06-13,0838,Enterococci,63,MPN/100 mL,0.11,full flood,cloud,SE
JIC1,32.750698,-79.950133,2018-06-20,0850,Enterococci,41,MPN/100 mL,0.00,full ebb,clear,SW
JIC1,32.750698,-79.950133,2018-06-27,0845,Enterococci,41,MPN/100 mL,0.00,full flood,fair,SW
JIC1,32.750698,-79.950133,2018-07-02,0832,Enterococci,96,MPN/100 mL,0.00,1/2 flood,clear,calm
JIC1,32.750698,-79.950133,2018-07-11,0955,Enterococci,144,MPN/100 mL,0.00,1/2 ebb,fair,W
JIC1,32.750698,-79.950133,2018-07-18,0930,Enterococci,199,MPN/100 mL,0.26,1/4 flood,cloud,calm
JIC1,32.750698,-79.950133,2018-07-25,0850,Enterococci,94,MPN/100 mL,0.07,1/4 ebb,cloud,N
JIC1,32.750698,-79.950133,2018-08-01,0845,Enterococci,733,MPN/100 mL,0.42,1/2 flood,cloud,W
JIC1,32.750698,-79.950133,2018-08-08,0840,Enterococci,97,MPN/100 mL,0.00,1/2 ebb,clear,calm
JIC1,32.750698,-79.950133,2018-08-15,0845,Enterococci,183,MPN/100 mL,0.22,1/2 flood,clear,S
JIC1,32.750698,-79.950133,2018-08-22,0848,Enterococci,41,MPN/100 mL,0.00,1/4 ebb,fair,NE
JIC1,32.750698,-79.950133,2018-08-29,0843,Enterococci,52,MPN/100 mL,0.00,3/4 flood,clear,NE
JIC1,32.750698,-79.950133,2018-09-05,0838,Enterococci,185,MPN/100 mL,0.00,3/4 ebb,fair,S
JIC1,32.750698,-79.950133,2018-09-19,0843,Enterococci,109,MPN/100 mL,0.00,1/2 ebb,clear,E
JIC1,32.750698,-79.950133,2018-09-26,0835,Enterococci,20,MPN/100 mL,0.00,3/4 flood,clear,N
JIC1,32.750698,-79.950133,2018-10-03,0848,Enterococci,169,MPN/100 mL,0.00,full ebb,clear,W
JIC1,32.750698,-79.950133,2018-10-12,0835,Enterococci,805,MPN/100 mL,0.00,1/2 flood,clear,NW
